TRANSACTION DETAILS,Category
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/RAJOURI/LCT,Cash Deposits
IMPS OW 30092016 2C,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/PITAMPURA/TP,Cash Deposits
TRF TOESC,Other
CR/703211035317/RMCPL09249/,Other
CR717211110598/RMCPL14533/1,Other
IMPS 1904181C,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CR717517895226/RMCPL14183/1,Other
Indiaforensic RUPAY STL INTC0408,Other
727219961535,Other
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/PANIPAT/0146,Cash Deposits
Indiaforensic NFS SETT 19-01-201,Other
Indiaforensic NFS SETT 07-10-201,Other
TRF TO  Indiaforensic SERVICES I,Business Services
Indiaforensic SERVICES INDIA PVT,Business Services
"Indiaforensic USA, INC./USD/1932",Other
TRF TO  Indiaforensic SERVICES I,Business Services
AEPS Indiaforensic INCOME 190417,Other
CR801110517974/RMCPL14977/1,Other
NEFT/N218180602268121/TEC,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS-732914753313,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic NFS SETT 21-06-201,Other
RTGS/SBINH17282004736/Indfor,Other
Sweep Trf To: 40900036427,Bank Transfers
QWIKCILVER SOLUTIONS PRIV,Other
Indiaforensic RUPAY POS ACQ21091,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
NEFT/SBIN816344678201/Indfor,Other
TRF FRM  Indiaforensic SERVICES,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/YESBH15226452348/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/FDRL362542885/Indiaforensic,Other
TRF TO Indiaforensic SERVICES IN,Business Services
CASHDEP/VIKASMARG/TP/CASH,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
RTGS/HDFCH18108459923/PAY,Other
NEFT/CITIN17747217302/PAY,Other
CASHDEP/NEW-DELHI/,Cash Deposits
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/GURGAON/,Cash Deposits
RTGS/BARBH17082750427/MAK,Other
NEFT/FDRL324872427/Indiaforensic,Other
Indiaforensic NFS SETT 14-12-201,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 16-02-201,Other
NEFT/AXIC162585675651/Indfor,Other
AEPS GST INC DT 24-08-201,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/CITIN15610267536/PAY,Other
RTGS/ICICH16018328835/Indfor,Other
BEAT CASH PKP GURGAON 133,Other
NEFT/PUNBH18226825624/PUN,Other
725120724539,Other
Dr. Tran for funding A/c,Other
TRF TO  Indiaforensic SERVICES I,Business Services
IMPS 805420511751 FROM OX,Other
Indiaforensic NFS SETT 02-11-201,Other
RTGS/HDFCH16160381527/Indfor,Other
Indiaforensic  RUPAY SETT 190618,Other
NEFT/CITIN17782050822/PAY,Other
CASHDEP/DAMAN/,Cash Deposits
TRF TO,Other
RTGS/PUNBH18247314458/MAN,Other
RUPAY POS ACQ SETTL 30061,Other
OXYGEN NFS SETT 11-06-201,Other
TRF FROM Indiaforensic SERVICES,Business Services
Indiaforensic SERVICES INDIA PVT,Business Services
IMPS OW 29052017 1C,Other
CR800918624622/RMCPL19429/0,Other
CR725512497382/RMCPL17936/1,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/CITIH15336703113/PAY,Other
Indiaforensic NFS SETT 05-01-201,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic NFS SETT 07-09-201,Other
CR/703911381531/RMCPL04343/,Other
Indiaforensic RUPAY SETT 081218,Other
INDO GIBL Indiaforensic STL25041,Other
RTGS/SBINH19038029253/Indfor,Other
Indiaforensic SERVICES INDIA PVT,Business Services
CASHDEP/DAMAN/,Cash Deposits
RTGS/SBINH18285064200/Indfor,Other
IMPS OW 16022017 2C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic NFS SETT 07-01-201,Other
Loan Recovery For90900005,Other
CHQ DEP/297462/OWDEL1/SBI,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS RET 04032016 1C,Other
NEFT/SBIN816319336597/Indfor,Other
NEFT/SBIN916210614284/Indfor,Other
NEFT/AXIC170300115694/Indfor,Other
NEFT/000057063223/Indiaforensic,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS Indiaforensic INCOME 220218,Other
Indiaforensic AEPS NPCI WDL SET,Other
IMPS 050220184C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/REAL TIME GROSS SETTL,Bank Transfers
705315263863,Other
IRTT00701622074,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/REAL TIME GROSS SETTL,Bank Transfers
Indiaforensic AEPS NPCI DEP SET,Other
RTGS/YESBH15191132739/Indfor,Other
CASHDEP/KAROL BAGH/,Cash Deposits
NEFT/BARBY17335581015/MAK,Other
IMPS IW 26042016 3C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/FARIDABAD/TP,Cash Deposits
IMPS RET 25042016 1C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS 734219878293 FROM OX,Other
CR732217338866/RMCPL14809/1,Other
RTGS/ICICH17251525098/ART,Other
TRF TO,Other
CASHDEP/PITAMPURA/LCT,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
NEFT/IDFBH17269457203/ART,Other
CASHDEP/PANIPAT/0146,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
MEHAR ENTERTAINMENT PRIVA,Entertainment
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FRM  Indiaforensic SERVICES,Business Services
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/YESBH16162362936/Indfor,Other
IMPS 140520183C,Other
FUND TRF TO  Indiaforensic SERVI,Other
IMPS OW 16082016 3C,Other
RTGS/SBINH18270037394/Indfor,Other
P2P NEFT SETTLEMENT  INTE,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
Indiaforensic AEPS NPCI WDL SET,Other
CR801008844885/RMCPL11796/1,Other
IMPS OW 24042016 1C,Other
TRF TO 1196428  Indiaforensic SE,Other
NEFT/AXISF15203036783/Indfor,Other
CASHDEP/NEW-DELHI/,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
IMPS I/W DTD27072015 FOR,Other
AVENUES INDIA PRIVATE LIM,Payment Gateways
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR719110107971/RMCPL12311/1,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TOESC,Other
CASHDEP/NEW-DELHI/,Cash Deposits
CASHDEP/MAROL/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 310118 2C,Other
DD ISSUED,Other
Indiaforensic AEPS NPCI DEP SET,Other
"Indiaforensic USA, INC./USD/5512",Other
DSB EXCESS Indfor MET050115,Other
RTGS/ICICH17105758570/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
BBPS DT 06052018,Other
Indiaforensic VISA ACQ INT 19091,Other
FIXED  MOBILE PTE LTD/USD,Other
MASTER POSINT ACQ SETTL01,Other
CB713515041241/RMCPL13922/1,Other
INDO GIBL Indiaforensic STL27041,Other
NEFT/KKBK162516689437/Acc,Other
VOYLLA FASHIONS PRIVATE L,Other
RUPAY POS ACQ SETTL 31011,Other
634510745049,Other
CASHDEP/CAPITOL PT/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
NEFT/STBP916112924171/UNI,Other
ICA 17825 Indiaforensic INT05111,Other
CASHDEP/NOIDA/TP,Cash Deposits
CR818015388097/RMCPL21965/2,Other
NOMISMA MOBILE SOLUTIONS,Finance
TRF FROM  Indiaforensic SERVICES,Business Services
CHQ DEP/84623/OWDEL1/SBIN,Other
IMPS 1101194C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
BIGTREE ENTERTAINMENT PRI,Entertainment
MEHAR ENTERTAINMENT PRIVA,Entertainment
CR718012994091/RMCPL10901/1,Other
IRTT00701622199,Other
CASHDEP/HAUS KHAS/UMESH,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS GST INC DT 12-18-201,Other
CASHDEP/DAMAN/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/SBIN116305130721/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 0109184C,Other
CHQ DEP/834089/OWDEL1/PUN,Other
MICRO ATM INC DATED 08111,Other
IMPS 1907184C,Other
CASHDEP/RAJOURI/,Cash Deposits
RTGS/SBINH15350570881/Indfor,Other
INTEX TECHNOLOGIES INDIA,Other
ALT DIGITAL MEDIA ENTERTA,Other
Indiaforensic AEPS NPCI WDL SET,Other
TRF FROM  Indiaforensic SERVICES,Business Services
TRFV TO  Indiaforensic SERVICES,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
RTGS/ICICH16104271078/Indfor,Other
MASTER POSDOM ACQ SETTL11,Other
DSB CASH PICKP IndiaforensicGUR0,Cash Deposits
Indiaforensic NFS SETT 08-02-201,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/GURGAON/,Cash Deposits
TRF TO  Indiaforensic ONLINE SER,Other
AEPS INCOME DT 12-02-2019,Other
CR735515167923/RMCPL15232/2,Other
IMPS 0212181C,Other
IMPS OW 12012016 2C,Other
CASHDEP/GURGAON/LCT,Cash Deposits
CR725610935144/RMCPL13846/1,Other
CASHDEP/BHI-RIICO/,Cash Deposits
IMPS 902220727260 FROM OX,Other
MEHAR ENTERTAINMENT PRIVA,Entertainment
IMPS 070520183C,Other
Indiaforensic RUP SETT 160119,Other
RTGS/HDFCH18201990316/BAT,Other
FTR TO  Indiaforensic SERVICES I,Business Services
BBPS DT 19072018,Other
CHQ DEP/956551/OWDEL1/SBI,Other
CASHDEP/NEW-DELHI/,Cash Deposits
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/RAJOURI/@RAJOURI,Cash Deposits
IMPS IW 25112015 3C,Other
CASHDEP/RAJOURI/,Cash Deposits
Indfor-RIF AEPS NPCI WDL SET,Other
1196711:Int.Coll:01-12-20,Other
CR718612869338/RMCPL14572/0,Other
RTGS/YESBH18170494407/IRC,Other
NOMISMA MOBILE SOLUTIONS,Finance
AEPS Indiaforensic INCOME 220118,Other
NEFT/FDRL504548637/Indiaforensic,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS-733318766646,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
METRO INFRASYS PRIVATE LI,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS OW 29112016 4C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
AEPS INCOME DT 13-02-2019,Other
CR800813863626/RMCPL20622/0,Other
NEFT/SBIN615236595372/Indfor,Other
CHQ DEP/956149/OWDEL1/CNR,Other
INDO GIBL Indiaforensic STL28081,Other
Payments For : 9090000421,Other
CR718511323973/RMCPL14457/0,Other
CASHDEP/HAUS KHAS/KAMAL,Cash Deposits
IMPS 1709181C,Other
NEFT/AXISF16118091807/Indfor,Other
IRTT00701616615,Other
CASHDEP/RMALL/,Cash Deposits
MICRO ATM INC DATED 03101,Other
PASFAR TECHNOLOGIES PRIVA,Business Services
CR734510326344/RMCPL17511/1,Other
CR810709532225/RMCPL23592/1,Other
IMPS I/W 180915 4C,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
NORTH DELHI POWER LTD,Other
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
CR825210098363/RMCPL20272/0,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/SBIN916182568748/JAW,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
DD Cancln           52734,Other
MATM TRN CHARGE JAN18-MAY,Other
CASHDEP/BHI-RIICO/,Cash Deposits
BIGTREE ENTERTAINMENT PRI,Entertainment
CASHDEP/RAJOURI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic SERVICES INDIA PVT,Business Services
RTGS/SBINH17058067281/Indfor,Other
PASFAR TECHNOLOGIES PRIVA,Business Services
INTERNAL FUND TRANSFER IN,Bank Transfers
MAW/502964XXXXXX8146/Karu,Other
IMPS OW 16092016 4C,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/DAMAN/,Cash Deposits
CASHDEP/FARIDABAD/TP,Cash Deposits
CASHDEP/GURGAON/,Cash Deposits
NEFT/N171180567462208/PAY,Other
CASHDEP/NAVPADA/,Cash Deposits
AEPS GST INC DT 18-05-201,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS IW 09062017 4C,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
CR812817643125/RMCPL20899/0,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/CITIH17068704954/PAY,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
Indiaforensic RUP STL INTC100119,Other
722418190357,Other
IMPS IW 30032016 3C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
IMPS 190620182C,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
CASHDEP/RAJOURI/,Cash Deposits
RTGS/YESBH15192138380/Indfor,Other
Indiaforensic RUP SETT 120219-2C,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/NOIDA/TP,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CR725611985686/RMCPL13084/1,Other
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic AEPS NPCI DEP SET,Other
IMPS 823620173136 FROM OX,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/NOIDA/TP,Cash Deposits
FDRL/REAL TIME GROSS SETTL,Bank Transfers
CASHDEP/NEW-DELHI/,Cash Deposits
NEFT/P18120432222353/S B,Other
CR732416543532/RMCPL20731/2,Other
Indiaforensic AEPS NPCI WDL SET,Other
LOCALCUBE COMMERCE PRIVAT,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IMPS I/W 240915 4C,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF FROM  Indiaforensic SERVICES,Business Services
Indiaforensic RUPAY POS C2 ACQ25,Other
CASHDEP/NAVPADA/,Cash Deposits
CASHDEP/GURGAON/LCT,Cash Deposits
CR727918308075/RMCPL17307/0,Other
CASHDEP/NOIDA/TP,Cash Deposits
Indiaforensic RUPAY POS ACQ09061,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IMPS 140318 2C,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
OXYGEN NFS SETT 07-06-201,Other
NEFT/CITIN17730220905/PAY,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
CASHDEP/DAMAN/,Cash Deposits
Indiaforensic SERVICES INDIA PVT,Business Services
TRF TO Indiaforensic SERVICES IN,Business Services
NOMISMA MOBILE SOLUTIONS,Finance
710313087176,Other
CASHDEP/VASANTVIHA/LCT,Cash Deposits
CASHDEP/PITAMPURA/LCT,Cash Deposits
CR712314021505/RMCPL11951/1,Other
FUTURE RETAIL LIMITED,Other
632618797745,Other
CR719209590261/RMCPL11139/1,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
Indiaforensic NFS SETT 10-01-201,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/SBINH17276003711/Indfor,Other
IMPS 2307181C,Other
CASHDEP/BHI-RIICO/,Cash Deposits
CASHDEP/RAJOURI/LCT,Cash Deposits
Indiaforensic SERVICES INDIA PVT,Business Services
IMPS OW RTN 20012016 1C,Other
TRF TO  Indiaforensic SERVICES I,Business Services
409000473076/PAWANTELECOM,Other
AEPS Indiaforensic INCOME 230517,Other
VERSE DIGITAL SERVICES PR,Other
CR719211630260/RMCPL13562/1,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
OXYGEN NFS SETT 12-07-201,Other
IMPS 201217 2C,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CASHDEP/HAUS KHAS/JASPREE,Cash Deposits
BEAT CSH PKP DEL GURGA 77,Other
409000362497:Int.Coll:01-,Other
CASHDEP/DOMBIVLI-E/,Cash Deposits
NEFT/N184180577180985/PAY,Other
NEFT/SBIN816134469009/Mr,Other
IMPS 1901191C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/BHI-RIICO/,Cash Deposits
IMPS IW 22112016 2C,Other
RTGS/SBINH18204014761/SRI,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic NFS SETT 10-10-201,Other
IRTT00701702472,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/VILE-PARLE/,Cash Deposits
CHQ DEPOSIT RETURN/554565,Other
Indiaforensic SERVICES INDIA PVT,Business Services
RTGS/SBINH16002299923/Indfor,Other
BBPS DT 26052018,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/MAROL/,Cash Deposits
IB:TPFT000040250801409000,Other
FIXED   MOBILE PTE LTD/US,Other
NEFT/FDRL504548558/Indiaforensic,Other
CASHDEP/SILVASSA/,Cash Deposits
IMPS-732018637138,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
NEFT/KKBK162174303558/Acc,Other
IMPS 827116061266 FROM OX,Other
TRF FROM  Indiaforensic SERVICES,Business Services
731115880408,Other
Sweep Trf To: 40900036427,Bank Transfers
MEHAR ENTERTAINMENT PRIVA,Entertainment
RTGS/HDFCH17364439551/PAY,Other
TRF TO  Indiaforensic SERVICES I,Business Services
CR720117130574/RMCPL02803/2,Other
CASHDEP/BHI-RIICO/,Cash Deposits
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
"Indiaforensic USA, INC./USD/1510",Other
AEPS INCOME DT 15-02-2019,Other
IMPS IW 26052016 4C,Other
TRF FROM  Indiaforensic SERVICES,Business Services
CASHDEP/RMALL/,Cash Deposits
Indiaforensic NFS SETT 17-09-201,Other
CR817911060625/RMCPL20259/2,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/SILVASSA/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
632411565269,Other
IRCTC CORPORATE OFFICE AC,Travel
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
Indiaforensic AEPS NPCI WDL SET,Other
IMPS-733319768593,Other
IMPS O/W  DTD.160815 1C,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
RTGS/PUNBH16337187417/Indfor,Other
CR824310995528/RMCPL14572/3,Other
CASHDEP/GURGAON/,Cash Deposits
RTGS/IDFBH17283300721/ART,Other
IMPS IW 30062016 3C,Other
BIGTREE ENTERTAINMENT PRI,Entertainment
COMMDEL CONSULTING SERVIC,Other
NEFT/SBIN516288907930/Indfor,Other
CASHDEP/GURGAON/SBN,Cash Deposits
Indiaforensic NFS SETT 17-10-201,Other
CR718611868178/RMCPL15384/0,Other
CASHDEP/GURGAON/,Cash Deposits
CB718410880536/RMCPL08948/0,Other
CASHDEP/GURGAON/,Cash Deposits
CASHDEP/PITAMPURA/TP,Cash Deposits
CR827611992724/RMCPL27696/0,Other
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
Indiaforensic AEPS NPCI DEP SET,Other
NOMISMA MOBILE SOLUTIONS,Finance
Indiaforensic RUP STL INTC210119,Other
CASHPMT/GURGAON/SELF,Other
Indiaforensic NFS SETT 16-10-201,Other
Sweep Trf To: 40900036427,Bank Transfers
NEFT/FDRL504548960/Indiaforensic,Other
CASHDEP/NEW-DELHI/,Cash Deposits
CR817917141269/RMCPL16256/2,Other
TRF TO  Indiaforensic ONLINE SER,Other
IMPS 812821232602 FROM OX,Other
PAYU PAYMENTS PRIVATE LIM,Payment Gateways
IRCTC CORPORATE OFFICE AC,Travel
TRF FRM  Indiaforensic SERVICES,Business Services
CASHDEP/SILVASSA/,Cash Deposits
NAAPTOL ONLINE SHOPING PV,Other
CHQ DEPOSIT RETURN/687035,Other
CASHDEP/NOIDA/TP,Cash Deposits
CASHDEP/GURGAON/,Cash Deposits
AVENUES INDIA PRIVATE LIM,Payment Gateways
CASHDEP/NALASOPARA/,Cash Deposits
NEFT/AXIC171267868885/Indfor,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CHQ DEP/703919/OWDEL1/CNR,Other
IMPS IW 27062016 2C,Other
AEPS GST INC DT 18-11-201,Other
E-BILLING SOLUTIONS PRIVA,Other
CASHDEP/RAJOURI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/N312160204284530/Indfor,Other
RTGS/HDFCH17221447207/PAY,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/GURGAON/LCT,Cash Deposits
CASHDEP/BOISAR/,Cash Deposits
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IMPS OW 22032017 2C,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
NEFT/FDRL392042834/Indiaforensic,Other
MICRO ATM INC DATED 19091,Other
RTGS/HDFCH18087480341/PAY,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CASHDEP/KAROL BAGH/LCT,Cash Deposits
CASHDEP/BHI-RIICO/,Cash Deposits
TRF FROM  Indiaforensic SERVICES,Business Services
NORTH DELHI POWER LTD,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FRM  Indiaforensic SERVICES,Business Services
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/SBINH16219034844/Indfor,Other
TRF TO  Indiaforensic SERVICES I,Business Services
IMPS IW 21092016 3C,Other
CR821811697526/RMCPL20136/0,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
TRF TO  Indiaforensic SERVICES I,Business Services
NEFT/IOBAN18151450904/SHY,Other
CASHDEP/RAJOURI/,Cash Deposits
Indiaforensic NFS SETT 10-07-201,Other
CR812716358074/RMCPL20396/0,Other
IMPS 812110380503 FROM AS,Other
IMPS OW 07032017 4C,Other
CASHDEP/BOISAR/,Cash Deposits
NEFT/000054081217/INDIAN,Other
IMPS OW 16022017 3C,Other
CASHDEP/FARIDABAD/TP,Cash Deposits
AEPS ACQ CR ADJ FEES 0612,Other
FUJIAN NEWLAND PAYMENT TE,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS 170218 4C,Other
NEFT/N208180594784758/PAY,Other
Indiaforensic NFS SETT 25-06-201,Other
CASHDEP/DAMAN/,Cash Deposits
NEFT/SBIN715237449104/Indfor,Other
TRF FROM  Indiaforensic SERVICES,Business Services
BIGTREE ENTERTAINMENT PRI,Entertainment
INTERNAL FUND TRANSFER IN,Bank Transfers
CASHDEP/KAROL BAGH/,Cash Deposits
CASHDEP/NEW-DELHI/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
INTERNAL FUND TRANSFER IN,Bank Transfers
TRANGLO SDN BHD/USD/70000,Other
631913916586,Other
SONATA FINANCE PRIVATE LI,Finance
CASHDEP/VIKASMARG/TP/CASH,Cash Deposits
IMPS IW 19122016 4C,Other
IMPS O/W DTD 01082015 FOR,Other
CASHDEP/KALYAN-W/,Cash Deposits
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
TRF FRM  Indiaforensic SERVICES,Business Services
Indiaforensic SERVICES INDIA PVT,Business Services
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
RTGS/ICICH16158742204/Indfor,Other
CASHDEP/PANIPAT/0146,Cash Deposits
NEFT/SBIN616068082926/Indfor,Other
Indiaforensic MASTER INT190918,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
IMPS 041017 2C,Other
Sweep Trf To: 40900036427,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
CASHDEP/GHATKOPAR/LCT,Cash Deposits
BEAT CASH PICKP 12513752,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
CHQ DEP/736421/OWDEL1/PUN,Other
CASHDEP/DAMAN/,Cash Deposits
Indiaforensic NFS SETT 27-10-201,Other
FDRL/REAL TIME GROSS SETTL,Bank Transfers
IMPS 2809183C,Other
CASHDEP/GURGAON/,Cash Deposits
IMPS 814621837165 FROM OX,Other
CHQ DEP/16321/OWDEL1/CIUB,Other
CASHDEP/PITAMPURA/TP,Cash Deposits
CASHDEP/FARIDABAD/TP,Cash Deposits
INDIAIDEAS.COM LTD,Payment Gateways
IMPS OW 17112016 3C,Other
NEFT/FDRL319593712/Indiaforensic,Other
CHQ DEP/74016/OWDEL1/SBIN,Other
CR807311768944/RMCPL11087/1,Other
IMPS IW 16092016 3C,Other
CR827711249749/RMCPL20587/0,Other
CASHDEP/KAROL BAGH/,Cash Deposits
TRF TO  Indiaforensic SERVICES I,Business Services
NEFT/FDRL352518305/Indiaforensic,Other
RTGS/SBINH15258950981/Indfor,Other
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FUND TRF TO  Indiaforensic SERVI,Other
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/NATIONAL ELECTRONIC F,Bank Transfers
FDRL/INTERNAL FUND TRANSFE,Bank Transfers
IRCTC CORPORATE OFFICE AC,Travel
CASHDEP/NEW-DELHI/,Cash Deposits
RTGS/YESBH16064937485/Indfor,Other
DSB CASH PICKP Indiaforensic GUR,Cash Deposits
CASHDEP/INDORE/,Cash Deposits
CASHDEP/KAROL BAGH/,Cash Deposits
MEHAR ENTERTAINMENT PRIVA,Entertainment
